"Date","Shift","Name","Amount","day_of_week","tip_month","avg_tip_per_employee","avg_tip_per_shift","avg_tip_per_day","avg_tip_per_day_and_shift","avg_tip_per_month","avg_tip_per_month_and_shift","total_earned_per_employee","total_earned_per_emp_day","total_earned_day","total_earned_day_and_shift","total_earned_month","total_earned_month_and_shift"
"2022-06-11","dinner","employee L",72.14,"Saturday ","June     ",75.64,60.79,70.9,60.3,74.51,62.78,16035.22,4721.92,20701.41,8984.2,9387.73,5085.26
"2022-06-11","dinner","employee P",72.14,"Saturday ","June     ",61.77,60.79,70.9,60.3,74.51,62.78,4138.85,641.06,20701.41,8984.2,9387.73,5085.26
"2022-06-12","lunch","employee B",105.16,"Sunday   ","June     ",72.22,80.65,66.34,77.59,74.51,95.61,11555.03,3809.51,19836.01,12104.44,9387.73,4302.47
"2022-06-12","lunch","employee J",86.05,"Sunday   ","June     ",70.5,80.65,66.34,77.59,74.51,95.61,22279.25,3662.83,19836.01,12104.44,9387.73,4302.47
"2022-06-12","lunch","employee L",133.84,"Sunday   ","June     ",75.64,80.65,66.34,77.59,74.51,95.61,16035.22,4506.54,19836.01,12104.44,9387.73,4302.47
"2022-06-12","dinner","employee B",61.2,"Sunday   ","June     ",72.22,60.79,66.34,54.07,74.51,62.78,11555.03,3809.51,19836.01,7731.57,9387.73,5085.26
"2022-06-12","dinner","employee G",61.2,"Sunday   ","June     ",53.24,60.79,66.34,54.07,74.51,62.78,4738.27,1397.02,19836.01,7731.57,9387.73,5085.26
"2022-06-12","dinner","employee L",50.96,"Sunday   ","June     ",75.64,60.79,66.34,54.07,74.51,62.78,16035.22,4506.54,19836.01,7731.57,9387.73,5085.26
"2022-06-13","lunch","employee P",131.38,"Monday   ","June     ",61.77,80.65,75.87,96.27,74.51,95.61,4138.85,652.69,14718.5,5679.73,9387.73,4302.47
"2022-06-13","dinner","employee I",99.64,"Monday   ","June     ",56.58,60.79,75.87,66.95,74.51,62.78,6053.62,1283.33,14718.5,9038.77,9387.73,5085.26
"2022-06-13","dinner","employee J",128.11,"Monday   ","June     ",70.5,60.79,75.87,66.95,74.51,62.78,22279.25,2212.17,14718.5,9038.77,9387.73,5085.26
"2022-06-13","dinner","employee P",14.23,"Monday   ","June     ",61.77,60.79,75.87,66.95,74.51,62.78,4138.85,652.69,14718.5,9038.77,9387.73,5085.26
"2022-06-14","lunch","employee P",96.9,"Tuesday  ","June     ",61.77,80.65,64.66,84.52,74.51,95.61,4138.85,475.22,11768.14,4310.56,9387.73,4302.47
"2022-06-14","dinner","employee I",54.74,"Tuesday  ","June     ",56.58,60.79,64.66,56.93,74.51,62.78,6053.62,1015.01,11768.14,7457.58,9387.73,5085.26
"2022-06-14","dinner","employee J",54.74,"Tuesday  ","June     ",70.5,60.79,64.66,56.93,74.51,62.78,22279.25,2918.12,11768.14,7457.58,9387.73,5085.26
"2022-06-14","dinner","employee P",15.64,"Tuesday  ","June     ",61.77,60.79,64.66,56.93,74.51,62.78,4138.85,475.22,11768.14,7457.58,9387.73,5085.26
"2022-06-15","lunch","employee P",107.28,"Wednesday","June     ",61.77,80.65,62.84,73.77,74.51,95.61,4138.85,643.88,11687.92,4131.12,9387.73,4302.47
"2022-06-15","dinner","employee I",79.12,"Wednesday","June     ",56.58,60.79,62.84,58.13,74.51,62.78,6053.62,928.89,11687.92,7556.8,9387.73,5085.26
"2022-06-15","dinner","employee J",101.72,"Wednesday","June     ",70.5,60.79,62.84,58.13,74.51,62.78,22279.25,3845.05,11687.92,7556.8,9387.73,5085.26
"2022-06-16","lunch","employee L",84.34,"Thursday ","June     ",75.64,80.65,62.68,78.74,74.51,95.61,16035.22,2310.77,12098.13,4172.99,9387.73,4302.47
"2022-06-16","dinner","employee B",58.9,"Thursday ","June     ",72.22,60.79,62.68,56.61,74.51,62.78,11555.03,1063.14,12098.13,7925.14,9387.73,5085.26
"2022-06-16","dinner","employee G",45.79,"Thursday ","June     ",53.24,60.79,62.68,56.61,74.51,62.78,4738.27,490.07,12098.13,7925.14,9387.73,5085.26
"2022-06-16","dinner","employee P",58.91,"Thursday ","June     ",61.77,60.79,62.68,56.61,74.51,62.78,4138.85,785.62,12098.13,7925.14,9387.73,5085.26
"2022-06-17","lunch","employee J",116.24,"Friday   ","June     ",70.5,80.65,73.25,75.79,74.51,95.61,22279.25,3485.69,15821.95,5305.62,9387.73,4302.47
"2022-06-17","dinner","employee B",89.6,"Friday   ","June     ",72.22,60.79,73.25,72.03,74.51,62.78,11555.03,2479.75,15821.95,10516.33,9387.73,5085.26
"2022-06-17","dinner","employee I",69.66,"Friday   ","June     ",56.58,60.79,73.25,72.03,74.51,62.78,6053.62,913.21,15821.95,10516.33,9387.73,5085.26
"2022-06-17","dinner","employee L",89.6,"Friday   ","June     ",75.64,60.79,73.25,72.03,74.51,62.78,16035.22,3977.0,15821.95,10516.33,9387.73,5085.26
"2022-06-18","lunch","employee J",121.94,"Saturday ","June     ",70.5,80.65,70.9,81.94,74.51,95.61,22279.25,3258.31,20701.41,11717.21,9387.73,4302.47
"2022-06-18","lunch","employee L",170.71,"Saturday ","June     ",75.64,80.65,70.9,81.94,74.51,95.61,16035.22,4721.92,20701.41,11717.21,9387.73,4302.47
"2022-06-18","dinner","employee J",121.45,"Saturday ","June     ",70.5,60.79,70.9,60.3,74.51,62.78,22279.25,3258.31,20701.41,8984.2,9387.73,5085.26
"2022-06-18","dinner","employee L",121.45,"Saturday ","June     ",75.64,60.79,70.9,60.3,74.51,62.78,16035.22,4721.92,20701.41,8984.2,9387.73,5085.26
"2022-06-19","lunch","employee A",107.11,"Sunday   ","June     ",82.09,80.65,66.34,77.59,74.51,95.61,13380.42,497.82,19836.01,12104.44,9387.73,4302.47
"2022-06-19","lunch","employee J",45.9,"Sunday   ","June     ",70.5,80.65,66.34,77.59,74.51,95.61,22279.25,3662.83,19836.01,12104.44,9387.73,4302.47
"2022-06-19","lunch","employee L",107.11,"Sunday   ","June     ",75.64,80.65,66.34,77.59,74.51,95.61,16035.22,4506.54,19836.01,12104.44,9387.73,4302.47
"2022-06-19","dinner","employee A",57.35,"Sunday   ","June     ",82.09,60.79,66.34,54.07,74.51,62.78,13380.42,497.82,19836.01,7731.57,9387.73,5085.26
"2022-06-19","dinner","employee L",50.96,"Sunday   ","June     ",75.64,60.79,66.34,54.07,74.51,62.78,16035.22,4506.54,19836.01,7731.57,9387.73,5085.26
"2022-06-19","dinner","employee P",38.22,"Sunday   ","June     ",61.77,60.79,66.34,54.07,74.51,62.78,4138.85,629.73,19836.01,7731.57,9387.73,5085.26
"2022-06-20","lunch","employee A",180.74,"Monday   ","June     ",82.09,80.65,75.87,96.27,74.51,95.61,13380.42,5255.94,14718.5,5679.73,9387.73,4302.47
"2022-06-20","dinner","employee A",86.04,"Monday   ","June     ",82.09,60.79,75.87,66.95,74.51,62.78,13380.42,5255.94,14718.5,9038.77,9387.73,5085.26
"2022-06-20","dinner","employee I",66.93,"Monday   ","June     ",56.58,60.79,75.87,66.95,74.51,62.78,6053.62,1283.33,14718.5,9038.77,9387.73,5085.26
"2022-06-21","lunch","employee A",129.98,"Tuesday  ","June     ",82.09,80.65,64.66,84.52,74.51,95.61,13380.42,4441.37,11768.14,4310.56,9387.73,4302.47
"2022-06-21","dinner","employee A",81.19,"Tuesday  ","June     ",82.09,60.79,64.66,56.93,74.51,62.78,13380.42,4441.37,11768.14,7457.58,9387.73,5085.26
"2022-06-21","dinner","employee I",71.05,"Tuesday  ","June     ",56.58,60.79,64.66,56.93,74.51,62.78,6053.62,1015.01,11768.14,7457.58,9387.73,5085.26
"2022-06-22","lunch","employee A",96.2,"Wednesday","June     ",82.09,80.65,62.84,73.77,74.51,95.61,13380.42,1638.94,11687.92,4131.12,9387.73,4302.47
"2022-06-22","dinner","employee G",49.81,"Wednesday","June     ",53.24,60.79,62.84,58.13,74.51,62.78,4738.27,348.94,11687.92,7556.8,9387.73,5085.26
"2022-06-22","dinner","employee J",64.03,"Wednesday","June     ",70.5,60.79,62.84,58.13,74.51,62.78,22279.25,3845.05,11687.92,7556.8,9387.73,5085.26
"2022-06-22","dinner","employee P",64.03,"Wednesday","June     ",61.77,60.79,62.84,58.13,74.51,62.78,4138.85,643.88,11687.92,7556.8,9387.73,5085.26
"2022-06-23","lunch","employee A",51.94,"Thursday ","June     ",82.09,80.65,62.68,78.74,74.51,95.61,13380.42,953.02,12098.13,4172.99,9387.73,4302.47
"2022-06-23","dinner","employee B",50.11,"Thursday ","June     ",72.22,60.79,62.68,56.61,74.51,62.78,11555.03,1063.14,12098.13,7925.14,9387.73,5085.26
"2022-06-23","dinner","employee I",38.99,"Thursday ","June     ",56.58,60.79,62.68,56.61,74.51,62.78,6053.62,930.78,12098.13,7925.14,9387.73,5085.26
"2022-06-23","dinner","employee P",50.11,"Thursday ","June     ",61.77,60.79,62.68,56.61,74.51,62.78,4138.85,785.62,12098.13,7925.14,9387.73,5085.26
"2022-06-24","lunch","employee J",109.71,"Friday   ","June     ",70.5,80.65,73.25,75.79,74.51,95.61,22279.25,3485.69,15821.95,5305.62,9387.73,4302.47
"2022-06-24","dinner","employee G",50.6,"Friday   ","June     ",53.24,60.79,73.25,72.03,74.51,62.78,4738.27,147.12,15821.95,10516.33,9387.73,5085.26
"2022-06-24","dinner","employee J",65.07,"Friday   ","June     ",70.5,60.79,73.25,72.03,74.51,62.78,22279.25,3485.69,15821.95,10516.33,9387.73,5085.26
"2022-06-24","dinner","employee L",65.07,"Friday   ","June     ",75.64,60.79,73.25,72.03,74.51,62.78,16035.22,3977.0,15821.95,10516.33,9387.73,5085.26
"2022-06-25","lunch","employee B",48.04,"Saturday ","June     ",72.22,80.65,70.9,81.94,74.51,95.61,11555.03,3892.1,20701.41,11717.21,9387.73,4302.47
"2022-06-25","lunch","employee G",38.45,"Saturday ","June     ",53.24,80.65,70.9,81.94,74.51,95.61,4738.27,1224.28,20701.41,11717.21,9387.73,4302.47
"2022-06-25","lunch","employee L",48.04,"Saturday ","June     ",75.64,80.65,70.9,81.94,74.51,95.61,16035.22,4721.92,20701.41,11717.21,9387.73,4302.47
"2022-06-25","dinner","employee J",52.3,"Saturday ","June     ",70.5,60.79,70.9,60.3,74.51,62.78,22279.25,3258.31,20701.41,8984.2,9387.73,5085.26
"2022-06-25","dinner","employee L",58.84,"Saturday ","June     ",75.64,60.79,70.9,60.3,74.51,62.78,16035.22,4721.92,20701.41,8984.2,9387.73,5085.26
"2022-06-25","dinner","employee P",58.84,"Saturday ","June     ",61.77,60.79,70.9,60.3,74.51,62.78,4138.85,641.06,20701.41,8984.2,9387.73,5085.26
"2022-06-26","lunch","employee B",59.15,"Sunday   ","June     ",72.22,80.65,66.34,77.59,74.51,95.61,11555.03,3809.51,19836.01,12104.44,9387.73,4302.47
"2022-06-26","lunch","employee J",50.28,"Sunday   ","June     ",70.5,80.65,66.34,77.59,74.51,95.61,22279.25,3662.83,19836.01,12104.44,9387.73,4302.47
"2022-06-26","lunch","employee L",41.44,"Sunday   ","June     ",75.64,80.65,66.34,77.59,74.51,95.61,16035.22,4506.54,19836.01,12104.44,9387.73,4302.47
"2022-06-26","dinner","employee B",27.7,"Sunday   ","June     ",72.22,60.79,66.34,54.07,74.51,62.78,11555.03,3809.51,19836.01,7731.57,9387.73,5085.26
"2022-06-26","dinner","employee L",41.66,"Sunday   ","June     ",75.64,60.79,66.34,54.07,74.51,62.78,16035.22,4506.54,19836.01,7731.57,9387.73,5085.26
"2022-06-26","dinner","employee P",50.0,"Sunday   ","June     ",61.77,60.79,66.34,54.07,74.51,62.78,4138.85,629.73,19836.01,7731.57,9387.73,5085.26
"2022-06-27","lunch","employee A",54.65,"Monday   ","June     ",82.09,80.65,75.87,96.27,74.51,95.61,13380.42,5255.94,14718.5,5679.73,9387.73,4302.47
"2022-06-27","dinner","employee A",101.18,"Monday   ","June     ",82.09,60.79,75.87,66.95,74.51,62.78,13380.42,5255.94,14718.5,9038.77,9387.73,5085.26
"2022-06-27","dinner","employee I",78.7,"Monday   ","June     ",56.58,60.79,75.87,66.95,74.51,62.78,6053.62,1283.33,14718.5,9038.77,9387.73,5085.26
"2022-06-28","lunch","employee A",99.36,"Tuesday  ","June     ",82.09,80.65,64.66,84.52,74.51,95.61,13380.42,4441.37,11768.14,4310.56,9387.73,4302.47
"2022-06-28","dinner","employee A",108.49,"Tuesday  ","June     ",82.09,60.79,64.66,56.93,74.51,62.78,13380.42,4441.37,11768.14,7457.58,9387.73,5085.26
"2022-06-28","dinner","employee I",84.39,"Tuesday  ","June     ",56.58,60.79,64.66,56.93,74.51,62.78,6053.62,1015.01,11768.14,7457.58,9387.73,5085.26
"2022-06-29","lunch","employee A",60.43,"Wednesday","June     ",82.09,80.65,62.84,73.77,74.51,95.61,13380.42,1638.94,11687.92,4131.12,9387.73,4302.47
"2022-06-29","dinner","employee I",45.78,"Wednesday","June     ",56.58,60.79,62.84,58.13,74.51,62.78,6053.62,928.89,11687.92,7556.8,9387.73,5085.26
"2022-06-29","dinner","employee J",58.87,"Wednesday","June     ",70.5,60.79,62.84,58.13,74.51,62.78,22279.25,3845.05,11687.92,7556.8,9387.73,5085.26
"2022-06-30","lunch","employee L",108.33,"Thursday ","June     ",75.64,80.65,62.68,78.74,74.51,95.61,16035.22,2310.77,12098.13,4172.99,9387.73,4302.47
"2022-06-30","dinner","employee B",47.39,"Thursday ","June     ",72.22,60.79,62.68,56.61,74.51,62.78,11555.03,1063.14,12098.13,7925.14,9387.73,5085.26
"2022-06-30","dinner","employee I",36.86,"Thursday ","June     ",56.58,60.79,62.68,56.61,74.51,62.78,6053.62,930.78,12098.13,7925.14,9387.73,5085.26
"2022-06-30","dinner","employee P",26.31,"Thursday ","June     ",61.77,60.79,62.68,56.61,74.51,62.78,4138.85,785.62,12098.13,7925.14,9387.73,5085.26
"2022-07-01","lunch","employee J",76.07,"Friday   ","July     ",70.5,80.65,73.25,75.79,66.45,74.64,22279.25,3485.69,15821.95,5305.62,9169.55,4030.6
"2022-07-01","dinner","employee I",32.41,"Friday   ","July     ",56.58,60.79,73.25,72.03,66.45,61.18,6053.62,913.21,15821.95,10516.33,9169.55,5138.95
"2022-07-01","dinner","employee J",32.41,"Friday   ","July     ",70.5,60.79,73.25,72.03,66.45,61.18,22279.25,3485.69,15821.95,10516.33,9169.55,5138.95
"2022-07-01","dinner","employee L",37.04,"Friday   ","July     ",75.64,60.79,73.25,72.03,66.45,61.18,16035.22,3977.0,15821.95,10516.33,9169.55,5138.95
"2022-07-02","lunch","employee B",133.56,"Saturday ","July     ",72.22,80.65,70.9,81.94,66.45,74.64,11555.03,3892.1,20701.41,11717.21,9169.55,4030.6
"2022-07-02","lunch","employee G",57.23,"Saturday ","July     ",53.24,80.65,70.9,81.94,66.45,74.64,4738.27,1224.28,20701.41,11717.21,9169.55,4030.6
"2022-07-02","lunch","employee L",76.32,"Saturday ","July     ",75.64,80.65,70.9,81.94,66.45,74.64,16035.22,4721.92,20701.41,11717.21,9169.55,4030.6
"2022-07-02","dinner","employee B",69.02,"Saturday ","July     ",72.22,60.79,70.9,60.3,66.45,61.18,11555.03,3892.1,20701.41,8984.2,9169.55,5138.95
"2022-07-02","dinner","employee L",77.65,"Saturday ","July     ",75.64,60.79,70.9,60.3,66.45,61.18,16035.22,4721.92,20701.41,8984.2,9169.55,5138.95
"2022-07-02","dinner","employee P",77.65,"Saturday ","July     ",61.77,60.79,70.9,60.3,66.45,61.18,4138.85,641.06,20701.41,8984.2,9169.55,5138.95
"2022-07-03","lunch","employee B",39.27,"Sunday   ","July     ",72.22,80.65,66.34,77.59,66.45,74.64,11555.03,3809.51,19836.01,12104.44,9169.55,4030.6
"2022-07-03","lunch","employee J",78.52,"Sunday   ","July     ",70.5,80.65,66.34,77.59,66.45,74.64,22279.25,3662.83,19836.01,12104.44,9169.55,4030.6
"2022-07-03","lunch","employee L",109.97,"Sunday   ","July     ",75.64,80.65,66.34,77.59,66.45,74.64,16035.22,4506.54,19836.01,12104.44,9169.55,4030.6
"2022-07-03","dinner","employee G",36.5,"Sunday   ","July     ",53.24,60.79,66.34,54.07,66.45,61.18,4738.27,1397.02,19836.01,7731.57,9169.55,5138.95
"2022-07-03","dinner","employee L",36.5,"Sunday   ","July     ",75.64,60.79,66.34,54.07,66.45,61.18,16035.22,4506.54,19836.01,7731.57,9169.55,5138.95
"2022-07-03","dinner","employee P",47.0,"Sunday   ","July     ",61.77,60.79,66.34,54.07,66.45,61.18,4138.85,629.73,19836.01,7731.57,9169.55,5138.95
"2022-07-04","lunch","employee A",70.83,"Monday   ","July     ",82.09,80.65,75.87,96.27,66.45,74.64,13380.42,5255.94,14718.5,5679.73,9169.55,4030.6
"2022-07-04","lunch","employee P",56.6,"Monday   ","July     ",61.77,80.65,75.87,96.27,66.45,74.64,4138.85,652.69,14718.5,5679.73,9169.55,4030.6
"2022-07-04","dinner","employee A",101.57,"Monday   ","July     ",82.09,60.79,75.87,66.95,66.45,61.18,13380.42,5255.94,14718.5,9038.77,9169.55,5138.95
"2022-07-04","dinner","employee G",73.35,"Monday   ","July     ",53.24,60.79,75.87,66.95,66.45,61.18,4738.27,594.42,14718.5,9038.77,9169.55,5138.95
"2022-07-04","dinner","employee P",101.58,"Monday   ","July     ",61.77,60.79,75.87,66.95,66.45,61.18,4138.85,652.69,14718.5,9038.77,9169.55,5138.95
"2022-07-05","lunch","employee A",117.11,"Tuesday  ","July     ",82.09,80.65,64.66,84.52,66.45,74.64,13380.42,4441.37,11768.14,4310.56,9169.55,4030.6
"2022-07-05","dinner","employee A",80.29,"Tuesday  ","July     ",82.09,60.79,64.66,56.93,66.45,61.18,13380.42,4441.37,11768.14,7457.58,9169.55,5138.95
"2022-07-05","dinner","employee G",66.12,"Tuesday  ","July     ",53.24,60.79,64.66,56.93,66.45,61.18,4738.27,536.42,11768.14,7457.58,9169.55,5138.95
"2022-07-05","dinner","employee I",66.12,"Tuesday  ","July     ",56.58,60.79,64.66,56.93,66.45,61.18,6053.62,1015.01,11768.14,7457.58,9169.55,5138.95
"2022-07-06","lunch","employee J",31.28,"Wednesday","July     ",70.5,80.65,62.84,73.77,66.45,74.64,22279.25,3845.05,11687.92,4131.12,9169.55,4030.6
"2022-07-06","dinner","employee J",58.54,"Wednesday","July     ",70.5,60.79,62.84,58.13,66.45,61.18,22279.25,3845.05,11687.92,7556.8,9169.55,5138.95
"2022-07-06","dinner","employee L",52.03,"Wednesday","July     ",75.64,60.79,62.84,58.13,66.45,61.18,16035.22,253.0,11687.92,7556.8,9169.55,5138.95
"2022-07-07","lunch","employee L",80.42,"Thursday ","July     ",75.64,80.65,62.68,78.74,66.45,74.64,16035.22,2310.77,12098.13,4172.99,9169.55,4030.6
"2022-07-07","dinner","employee B",54.41,"Thursday ","July     ",72.22,60.79,62.68,56.61,66.45,61.18,11555.03,1063.14,12098.13,7925.14,9169.55,5138.95
"2022-07-07","dinner","employee G",42.32,"Thursday ","July     ",53.24,60.79,62.68,56.61,66.45,61.18,4738.27,490.07,12098.13,7925.14,9169.55,5138.95
"2022-07-07","dinner","employee L",48.36,"Thursday ","July     ",75.64,60.79,62.68,56.61,66.45,61.18,16035.22,2310.77,12098.13,7925.14,9169.55,5138.95
"2022-07-08","lunch","employee L",73.2,"Friday   ","July     ",75.64,80.65,73.25,75.79,66.45,74.64,16035.22,3977.0,15821.95,5305.62,9169.55,4030.6
"2022-07-08","dinner","employee I",66.59,"Friday   ","July     ",56.58,60.79,73.25,72.03,66.45,61.18,6053.62,913.21,15821.95,10516.33,9169.55,5138.95
"2022-07-08","dinner","employee J",71.35,"Friday   ","July     ",70.5,60.79,73.25,72.03,66.45,61.18,22279.25,3485.69,15821.95,10516.33,9169.55,5138.95
"2022-07-08","dinner","employee L",85.61,"Friday   ","July     ",75.64,60.79,73.25,72.03,66.45,61.18,16035.22,3977.0,15821.95,10516.33,9169.55,5138.95
"2022-07-09","lunch","employee B",78.19,"Saturday ","July     ",72.22,80.65,70.9,81.94,66.45,74.64,11555.03,3892.1,20701.41,11717.21,9169.55,4030.6
"2022-07-09","lunch","employee G",33.5,"Saturday ","July     ",53.24,80.65,70.9,81.94,66.45,74.64,4738.27,1224.28,20701.41,11717.21,9169.55,4030.6
"2022-07-09","lunch","employee P",55.85,"Saturday ","July     ",61.77,80.65,70.9,81.94,66.45,74.64,4138.85,641.06,20701.41,11717.21,9169.55,4030.6
"2022-07-09","dinner","employee B",52.09,"Saturday ","July     ",72.22,60.79,70.9,60.3,66.45,61.18,11555.03,3892.1,20701.41,8984.2,9169.55,5138.95
"2022-07-09","dinner","employee J",52.09,"Saturday ","July     ",70.5,60.79,70.9,60.3,66.45,61.18,22279.25,3258.31,20701.41,8984.2,9169.55,5138.95
"2022-07-09","dinner","employee P",58.6,"Saturday ","July     ",61.77,60.79,70.9,60.3,66.45,61.18,4138.85,641.06,20701.41,8984.2,9169.55,5138.95
"2022-07-10","lunch","employee A",125.65,"Sunday   ","July     ",82.09,80.65,66.34,77.59,66.45,74.64,13380.42,497.82,19836.01,12104.44,9169.55,4030.6
"2022-07-10","lunch","employee B",89.75,"Sunday   ","July     ",72.22,80.65,66.34,77.59,66.45,74.64,11555.03,3809.51,19836.01,12104.44,9169.55,4030.6
"2022-07-10","lunch","employee J",80.71,"Sunday   ","July     ",70.5,80.65,66.34,77.59,66.45,74.64,22279.25,3662.83,19836.01,12104.44,9169.55,4030.6
"2022-07-10","dinner","employee B",68.65,"Sunday   ","July     ",72.22,60.79,66.34,54.07,66.45,61.18,11555.03,3809.51,19836.01,7731.57,9169.55,5138.95
"2022-07-10","dinner","employee G",68.65,"Sunday   ","July     ",53.24,60.79,66.34,54.07,66.45,61.18,4738.27,1397.02,19836.01,7731.57,9169.55,5138.95
"2022-07-10","dinner","employee J",68.65,"Sunday   ","July     ",70.5,60.79,66.34,54.07,66.45,61.18,22279.25,3662.83,19836.01,7731.57,9169.55,5138.95
"2022-07-11","lunch","employee A",86.88,"Monday   ","July     ",82.09,80.65,75.87,96.27,66.45,74.64,13380.42,5255.94,14718.5,5679.73,9169.55,4030.6
"2022-07-11","dinner","employee A",33.0,"Monday   ","July     ",82.09,60.79,75.87,66.95,66.45,61.18,13380.42,5255.94,14718.5,9038.77,9169.55,5138.95
"2022-07-11","dinner","employee G",46.0,"Monday   ","July     ",53.24,60.79,75.87,66.95,66.45,61.18,4738.27,594.42,14718.5,9038.77,9169.55,5138.95
"2022-07-11","dinner","employee P",58.87,"Monday   ","July     ",61.77,60.79,75.87,66.95,66.45,61.18,4138.85,652.69,14718.5,9038.77,9169.55,5138.95
"2022-07-12","lunch","employee A",72.68,"Tuesday  ","July     ",82.09,80.65,64.66,84.52,66.45,74.64,13380.42,4441.37,11768.14,4310.56,9169.55,4030.6
"2022-07-12","dinner","employee A",44.27,"Tuesday  ","July     ",82.09,60.79,64.66,56.93,66.45,61.18,13380.42,4441.37,11768.14,7457.58,9169.55,5138.95
"2022-07-12","dinner","employee J",49.8,"Tuesday  ","July     ",70.5,60.79,64.66,56.93,66.45,61.18,22279.25,2918.12,11768.14,7457.58,9169.55,5138.95
"2022-07-13","lunch","employee J",40.14,"Wednesday","July     ",70.5,80.65,62.84,73.77,66.45,74.64,22279.25,3845.05,11687.92,4131.12,9169.55,4030.6
"2022-07-13","dinner","employee A",67.21,"Wednesday","July     ",82.09,60.79,62.84,58.13,66.45,61.18,13380.42,1638.94,11687.92,7556.8,9169.55,5138.95
"2022-07-13","dinner","employee J",57.6,"Wednesday","July     ",70.5,60.79,62.84,58.13,66.45,61.18,22279.25,3845.05,11687.92,7556.8,9169.55,5138.95
"2022-07-13","dinner","employee P",86.4,"Wednesday","July     ",61.77,60.79,62.84,58.13,66.45,61.18,4138.85,643.88,11687.92,7556.8,9169.55,5138.95
"2022-07-14","lunch","employee J",133.29,"Thursday ","July     ",70.5,80.65,62.68,78.74,66.45,74.64,22279.25,2897.08,12098.13,4172.99,9169.55,4030.6
"2022-07-14","dinner","employee B",62.91,"Thursday ","July     ",72.22,60.79,62.68,56.61,66.45,61.18,11555.03,1063.14,12098.13,7925.14,9169.55,5138.95
"2022-07-14","dinner","employee G",34.93,"Thursday ","July     ",53.24,60.79,62.68,56.61,66.45,61.18,4738.27,490.07,12098.13,7925.14,9169.55,5138.95
"2022-07-14","dinner","employee P",62.91,"Thursday ","July     ",61.77,60.79,62.68,56.61,66.45,61.18,4138.85,785.62,12098.13,7925.14,9169.55,5138.95
"2022-07-15","lunch","employee A",10.63,"Friday   ","July     ",82.09,80.65,73.25,75.79,66.45,74.64,13380.42,223.4,15821.95,5305.62,9169.55,4030.6
"2022-07-15","lunch","employee L",70.9,"Friday   ","July     ",75.64,80.65,73.25,75.79,66.45,74.64,16035.22,3977.0,15821.95,5305.62,9169.55,4030.6
"2022-07-15","dinner","employee B",83.93,"Friday   ","July     ",72.22,60.79,73.25,72.03,66.45,61.18,11555.03,2479.75,15821.95,10516.33,9169.55,5138.95
"2022-07-15","dinner","employee J",74.56,"Friday   ","July     ",70.5,60.79,73.25,72.03,66.45,61.18,22279.25,3485.69,15821.95,10516.33,9169.55,5138.95
"2022-07-15","dinner","employee L",83.93,"Friday   ","July     ",75.64,60.79,73.25,72.03,66.45,61.18,16035.22,3977.0,15821.95,10516.33,9169.55,5138.95
"2022-07-16","lunch","employee B",97.37,"Saturday ","July     ",72.22,80.65,70.9,81.94,66.45,74.64,11555.03,3892.1,20701.41,11717.21,9169.55,4030.6
"2022-07-16","lunch","employee G",55.6,"Saturday ","July     ",53.24,80.65,70.9,81.94,66.45,74.64,4738.27,1224.28,20701.41,11717.21,9169.55,4030.6
"2022-07-16","lunch","employee L",69.55,"Saturday ","July     ",75.64,80.65,70.9,81.94,66.45,74.64,16035.22,4721.92,20701.41,11717.21,9169.55,4030.6
"2022-07-16","dinner","employee J",58.44,"Saturday ","July     ",70.5,60.79,70.9,60.3,66.45,61.18,22279.25,3258.31,20701.41,8984.2,9169.55,5138.95
"2022-07-16","dinner","employee L",42.21,"Saturday ","July     ",75.64,60.79,70.9,60.3,66.45,61.18,16035.22,4721.92,20701.41,8984.2,9169.55,5138.95
"2022-07-16","dinner","employee P",58.44,"Saturday ","July     ",61.77,60.79,70.9,60.3,66.45,61.18,4138.85,641.06,20701.41,8984.2,9169.55,5138.95
"2022-07-17","lunch","employee B",80.66,"Sunday   ","July     ",72.22,80.65,66.34,77.59,66.45,74.64,11555.03,3809.51,19836.01,12104.44,9169.55,4030.6
"2022-07-17","lunch","employee L",112.91,"Sunday   ","July     ",75.64,80.65,66.34,77.59,66.45,74.64,16035.22,4506.54,19836.01,12104.44,9169.55,4030.6
"2022-07-17","lunch","employee P",68.55,"Sunday   ","July     ",61.77,80.65,66.34,77.59,66.45,74.64,4138.85,629.73,19836.01,12104.44,9169.55,4030.6
"2022-07-17","dinner","employee B",52.58,"Sunday   ","July     ",72.22,60.79,66.34,54.07,66.45,61.18,11555.03,3809.51,19836.01,7731.57,9169.55,5138.95
"2022-07-17","dinner","employee G",52.58,"Sunday   ","July     ",53.24,60.79,66.34,54.07,66.45,61.18,4738.27,1397.02,19836.01,7731.57,9169.55,5138.95
"2022-07-17","dinner","employee J",52.58,"Sunday   ","July     ",70.5,60.79,66.34,54.07,66.45,61.18,22279.25,3662.83,19836.01,7731.57,9169.55,5138.95
"2022-07-18","lunch","employee A",85.98,"Monday   ","July     ",82.09,80.65,75.87,96.27,66.45,74.64,13380.42,5255.94,14718.5,5679.73,9169.55,4030.6
"2022-07-18","dinner","employee A",38.97,"Monday   ","July     ",82.09,60.79,75.87,66.95,66.45,61.18,13380.42,5255.94,14718.5,9038.77,9169.55,5138.95
